mode;car_cost;car_time;car_ok;pass_cost;pass_time;pass_ok;bus_cost;bus_g_time;bus_w_time;bus_time;bus_ok;train_cost;train_g_time;train_w_time;train_time;train_ok;walk_time;walk_ok;bike_time;bike_ok;id
1;38.22;61.57;1;38.22;61.57;1;20.24;21.39;20.18;80.54;1;20.27;26.42;26.05;41.86;1;253.8;1;119.37;1;769
3;20.13;29.41;1;20.13;29.41;1;19.97;12.12;10.61;18;1;0;0;0;0;0;127.11;1;62.25;1;770
2;10.74;28.77;1;10.74;28.77;1;0;0;0;0;0;0;0;0;0;0;138.31;1;65;1;771
1;46.59;71.34;1;46.59;71.34;1;0;0;0;0;0;28.28;47.46;115.41;127.75;1;0;0;364.04;1;772
1;12.57;33.11;1;12.57;33.11;1;19.53;80.76;94.52;48.16;1;0;0;0;0;0;253.34;1;119.32;1;773
1;3.21;7.39;1;3.21;7.39;1;0;0;0;0;0;0;0;0;0;0;54.22;1;25.47;1;774
1;24.07;28.39;1;24.07;28.39;1;24.65;24.26;15.97;42.65;1;0;0;0;0;0;154.77;1;72.53;1;775
6;3.94;12.27;1;3.94;12.27;1;23.65;10.54;4.76;5.25;1;0;0;0;0;0;22.85;1;10.76;1;776
1;19.77;25.09;1;19.77;25.09;1;54.91;147.28;19.46;66.22;1;0;0;0;0;0;241.47;1;113.8;1;777
1;14.17;18.27;1;14.17;18.27;1;19.05;12.89;21.27;38.83;1;0;0;0;0;0;87.17;1;40.77;1;778
1;4.03;5.26;1;4.03;5.26;1;0;0;0;0;0;0;0;0;0;0;45.68;1;20.9;1;779
1;2.98;5.13;1;2.98;5.13;1;0;0;0;0;0;0;0;0;0;0;35.88;1;17.49;1;780
1;21.51;48.43;1;21.51;48.43;1;52.56;33.15;111.91;153.82;1;51.35;48.4;23.05;49.18;1;408.27;1;188.47;1;781
6;9.2;18.85;1;9.2;18.85;1;24.37;13.58;33.74;28.2;1;0;0;0;0;0;55.94;1;26.72;1;782
2;111.21;119.19;1;111.21;119.19;1;0;0;0;0;0;0;0;0;0;0;0;0;709.87;1;783
1;59.55;55.62;1;59.55;55.62;1;0;0;0;0;0;0;0;0;0;0;404.15;1;184.55;1;784
5;2.79;24.4;1;2.79;24.4;1;19.78;10.84;4.94;13.03;1;0;0;0;0;0;63.78;1;30.09;1;785
1;24.95;24.5;1;24.95;24.5;1;18.28;58.45;30.53;39.48;1;0;0;0;0;0;153.31;1;71.42;1;786
1;18.56;14.26;1;18.56;14.26;1;25.34;154.77;14.45;3.98;1;0;0;0;0;0;122.75;1;57.66;1;787
1;1.55;8.17;1;1.55;8.17;1;10.2;8.34;2.56;7.72;1;0;0;0;0;0;5.01;1;3.07;1;788
6;6.58;5.47;1;6.58;5.47;1;0;0;0;0;0;0;0;0;0;0;36.63;1;18;1;789
1;15.92;23.73;1;15.92;23.73;1;19.59;14.11;22.29;44.56;1;0;0;0;0;0;99.63;1;47.5;1;790
2;35.59;41.01;1;35.59;41.01;1;20.09;23.51;36;23.69;1;0;0;0;0;0;232.58;1;109.05;1;791
3;64.93;90.96;1;64.93;90.96;1;19.85;15.46;16.22;79.16;1;0;0;0;0;0;0;0;200.68;1;792
1;30.77;74.23;1;30.77;74.23;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;793
1;7.38;8.12;1;7.38;8.12;1;20;52.98;19.31;12.21;1;0;0;0;0;0;46.38;1;20.88;1;794
1;119.06;101.65;1;119.06;101.65;1;65.02;107.5;22.43;108.76;1;0;0;0;0;0;765.73;1;358.2;1;795
2;11.08;22.8;1;11.08;22.8;1;19.08;10.3;16.41;28.32;1;0;0;0;0;0;69.71;1;31.87;1;796
6;6.71;6.17;1;6.71;6.17;1;17.21;20.27;6.14;16.1;1;15.97;22.64;5.91;16.85;1;32.59;1;15.96;1;797
1;39.6;33.28;1;39.6;33.28;1;52.92;34.49;59.27;36.27;1;0;0;0;0;0;244.04;1;121.05;1;798
1;5.95;4.46;1;5.95;4.46;1;0;0;0;0;0;0;0;0;0;0;34.84;1;16.66;1;799
6;8.91;15.81;1;8.91;15.81;1;0;0;0;0;0;0;0;0;0;0;53.7;1;25.77;1;800
1;16.76;29.75;1;16.76;29.75;1;17.22;28.43;14.2;46.7;1;0;0;0;0;0;107.87;1;51.51;1;801
1;54.99;41.99;1;54.99;41.99;1;26.22;16.69;92.65;93.9;1;0;0;0;0;0;417.13;1;194.81;1;802
1;9.14;14.41;1;9.14;14.41;1;0;0;0;0;0;0;0;0;0;0;57.63;1;28.15;1;803
1;26.01;15.32;1;26.01;15.32;1;20.48;57.95;31.35;20.41;1;0;0;0;0;0;172.6;1;80.62;1;804
6;4.96;5.04;1;4.96;5.04;1;19.77;52.11;8.51;7.08;1;0;0;0;0;0;30.43;1;15.01;1;805
1;18.12;20.53;1;18.12;20.53;1;24.07;35.72;17.82;45.49;1;0;0;0;0;0;264.69;1;125.87;1;806
1;85.84;51.19;1;85.84;51.19;1;64.6;57.92;123.79;123.81;1;64.31;87.82;164.84;136.61;1;597.29;1;274.85;1;807
1;4.65;3.38;1;4.65;3.38;1;0;0;0;0;0;0;0;0;0;0;28.72;1;13.25;1;808
1;46.62;41.55;1;46.62;41.55;1;46.29;99.23;182.22;50.41;1;0;0;0;0;0;301.42;1;147.33;1;809
6;9.44;18.28;1;9.44;18.28;1;17.41;15.67;15.78;8.87;1;0;0;0;0;0;64.31;1;29.98;1;810
1;10.53;21.27;1;10.53;21.27;1;14.75;12.61;11.32;17.63;1;0;0;0;0;0;65.15;1;30.67;1;811
6;20.21;40.17;1;20.21;40.17;1;20.07;18.98;5.25;30.24;1;0;0;0;0;0;130.19;1;60.7;1;812
1;19.04;36.82;1;19.04;36.82;1;0;0;0;0;0;0;0;0;0;0;127.37;1;59.55;1;813
1;7.78;12.66;1;7.78;12.66;1;0;0;0;0;0;0;0;0;0;0;101.48;1;46.44;1;814
1;3.59;4.4;1;3.59;4.4;1;0;0;0;0;0;0;0;0;0;0;35.83;1;17.19;1;815
1;16.49;20.18;1;16.49;20.18;1;26.81;21.64;183.66;41.45;1;0;0;0;0;0;231.22;1;110.38;1;816
1;24.86;29.18;1;24.86;29.18;1;16.87;28.81;13.97;45.99;1;0;0;0;0;0;160.06;1;74.28;1;817
1;15.5;20.71;1;15.5;20.71;1;0;0;0;0;0;0;0;0;0;0;93.75;1;44.84;1;818
1;22.38;62.33;1;22.38;62.33;1;21.1;10.61;26.2;61.43;1;0;0;0;0;0;287.29;1;130.47;1;819
1;17.11;36.05;1;17.11;36.05;1;37.83;59.43;18.59;33.71;1;0;0;0;0;0;213.85;1;94.89;1;820
1;32.59;61.02;1;32.59;61.02;1;29.57;20.16;43.74;83.37;1;0;0;0;0;0;0;0;238.87;1;821
1;0.5;4.31;1;0.5;4.31;1;0;0;0;0;0;0;0;0;0;0;2.83;1;1.93;1;822
1;1.35;7.76;1;1.35;7.76;1;0;0;0;0;0;0;0;0;0;0;14.65;1;7.18;1;823
1;34.57;45.99;1;34.57;45.99;1;0;0;0;0;0;0;0;0;0;0;438.56;1;209.17;1;824
1;4.36;3.97;1;4.36;3.97;1;0;0;0;0;0;0;0;0;0;0;27.61;1;13.65;1;825
1;38.58;47.4;1;38.58;47.4;1;19.43;17.73;8.11;30.7;1;0;0;0;0;0;237.04;1;113.17;1;826
1;12.76;16.68;1;12.76;16.68;1;31.93;60.25;58.57;29.28;1;0;0;0;0;0;165.68;1;76.92;1;827
6;4.62;3.83;1;4.62;3.83;1;0;0;0;0;0;0;0;0;0;0;30.5;1;14.42;1;828
1;2.75;10.52;1;2.75;10.52;1;0;0;0;0;0;0;0;0;0;0;15.27;1;7.54;1;829
1;11.39;40.75;1;11.39;40.75;1;0;0;0;0;0;0;0;0;0;0;437.51;1;209.42;1;830
3;36.32;39.54;1;36.32;39.54;1;19.08;32.64;25.8;56.21;1;0;0;0;0;0;302.85;1;135.54;1;831
6;6.02;13.26;1;6.02;13.26;1;19.46;21.22;21.54;4.19;1;0;0;0;0;0;35.36;1;16.36;1;832
1;15.34;22.5;1;15.34;22.5;1;38.7;29.09;30.83;65.37;1;0;0;0;0;0;197.72;1;91.29;1;833
5;1.63;9.64;1;1.63;9.64;1;0;0;0;0;0;0;0;0;0;0;8.67;1;4.48;1;834
1;10.59;20.09;1;10.59;20.09;1;0;0;0;0;0;0;0;0;0;0;72.96;1;33.53;1;835
6;12.47;21.46;1;12.47;21.46;1;0;0;0;0;0;0;0;0;0;0;84.19;1;38.04;1;836
1;24.47;42.72;1;24.47;42.72;1;64.65;23.82;127.73;47.51;1;61.3;49.46;60.97;21.05;1;315.21;1;144.66;1;837
2;95.57;141.04;1;95.57;141.04;1;39.9;33.75;50.15;201.78;1;0;0;0;0;0;0;0;598.7;1;838
3;7.25;7.99;1;7.25;7.99;1;17.56;13.78;13.61;22.73;1;0;0;0;0;0;43.32;1;21.12;1;839
1;20.12;60.66;1;20.12;60.66;1;19.21;16.95;23.84;77.98;1;20.05;17.14;19.23;44.99;1;253.19;1;116.95;1;840
1;64.71;45.77;1;64.71;45.77;1;25.78;26.61;26.24;40.66;1;0;0;0;0;0;0;0;196.59;1;841
6;29.63;19.57;1;29.63;19.57;1;34.24;70.83;56.91;22.46;1;0;0;0;0;0;193.27;1;93.7;1;842
1;35.95;43.74;1;35.95;43.74;1;20.39;24.9;25.69;84.2;1;20.56;25.86;29.2;61.08;1;256.22;1;115.86;1;843
1;25.53;27.96;1;25.53;27.96;1;35.1;125.88;59.57;18.12;1;0;0;0;0;0;165.93;1;76.76;1;844
1;38.31;73.4;1;38.31;73.4;1;19.61;24.57;33.27;135.54;1;20.12;27.43;45.43;67.89;1;345.11;1;162.34;1;845
6;8.48;16.05;1;8.48;16.05;1;25.77;24.35;8.03;18.6;1;0;0;0;0;0;53.9;1;25.75;1;846
1;14.7;10.31;1;14.7;10.31;1;0;0;0;0;0;0;0;0;0;0;94.91;1;46.39;1;847
6;3.67;16.48;1;3.67;16.48;1;24.51;23.5;9.64;16;1;0;0;0;0;0;45.87;1;23.11;1;848
3;27.04;42.94;1;27.04;42.94;1;19.73;12.57;13.51;45.77;1;0;0;0;0;0;168.56;1;82.07;1;849
1;10.94;14.32;1;10.94;14.32;1;0;0;0;0;0;0;0;0;0;0;70.92;1;32.17;1;850
1;5.59;5.44;1;5.59;5.44;1;0;0;0;0;0;0;0;0;0;0;33.29;1;15.86;1;851
1;4.81;8.05;1;4.81;8.05;1;0;0;0;0;0;0;0;0;0;0;61.61;1;30.01;1;852
1;7.06;23.47;1;7.06;23.47;1;0;0;0;0;0;0;0;0;0;0;88.6;1;40.75;1;853
1;82.45;50.09;1;82.45;50.09;1;80.75;31.06;222.14;245.59;1;81.79;27.96;112.13;151.14;1;550.26;1;247.29;1;854
1;50.55;40.04;1;50.55;40.04;1;28.56;79.28;49.15;61.17;1;0;0;0;0;0;0;0;182.37;1;855
3;7.2;6.85;1;7.2;6.85;1;16.39;9.76;23.51;31.43;1;0;0;0;0;0;46.15;1;21.59;1;856
1;3.94;5.68;1;3.94;5.68;1;0;0;0;0;0;0;0;0;0;0;46.49;1;22.5;1;857
6;2.63;6.42;1;2.63;6.42;1;0;0;0;0;0;0;0;0;0;0;11.36;1;5.32;1;858
2;15.05;31.63;1;15.05;31.63;1;30.62;40.82;44.47;36.37;1;0;0;0;0;0;188.04;1;91.49;1;859
6;12.56;18.5;1;12.56;18.5;1;0;0;0;0;0;0;0;0;0;0;79.67;1;36.31;1;860
1;27.8;33.82;1;27.8;33.82;1;24.46;51.34;29.94;35.15;1;0;0;0;0;0;187.02;1;86.2;1;861
2;42.63;73.99;1;42.63;73.99;1;180.95;97.54;130.88;58.75;1;0;0;0;0;0;826.73;1;381.83;1;862
1;6.31;25.1;1;6.31;25.1;1;20.52;17.98;27.7;18.15;1;0;0;0;0;0;80.2;1;37.96;1;863
1;41.61;26.95;1;41.61;26.95;1;25.04;61.56;57.93;40.46;1;0;0;0;0;0;313.68;1;146.35;1;864
2;8.35;24.49;1;8.35;24.49;1;19.27;12.99;12.26;24.47;1;0;0;0;0;0;102.58;1;50.92;1;865
6;4.18;11.47;1;4.18;11.47;1;0;0;0;0;0;0;0;0;0;0;24.29;1;11.33;1;866
1;24.29;54.93;1;24.29;54.93;1;45.37;27.31;83.47;146.65;1;0;0;0;0;0;460.72;1;219.46;1;867
1;5.62;26.83;1;5.62;26.83;1;32.23;26.95;7.18;26.95;1;0;0;0;0;0;128.19;1;58.37;1;868
1;43.44;60.44;1;43.44;60.44;1;160.22;119.86;183.26;94.55;1;0;0;0;0;0;567.71;1;257.67;1;869
1;5.13;12.78;1;5.13;12.78;1;30.32;119.02;39.6;8.87;1;0;0;0;0;0;135.64;1;65.65;1;870
3;6.9;13.85;1;6.9;13.85;1;9.98;7.45;4.31;15.84;1;0;0;0;0;0;46.33;1;22.49;1;871
6;18.67;14.71;1;18.67;14.71;1;0;0;0;0;0;0;0;0;0;0;119.05;1;54.96;1;872
6;3.75;10.93;1;3.75;10.93;1;24.36;24.76;9.94;5.38;1;0;0;0;0;0;21.99;1;9.66;1;873
1;33.23;55.71;1;33.23;55.71;1;57.68;48.98;38.1;94.01;1;59.28;58.54;63.7;59.02;1;422.66;1;197.52;1;874
1;2.38;2.16;1;2.38;2.16;1;0;0;0;0;0;0;0;0;0;0;15.77;1;7.29;1;875
1;3.4;34.71;1;3.4;34.71;1;19.57;19.05;41.83;51.69;1;20.31;30.08;28.06;44.63;1;190.54;1;92.32;1;876
1;20.84;16.08;1;20.84;16.08;1;0;0;0;0;0;0;0;0;0;0;139.32;1;63.67;1;877
6;4.11;4.81;1;4.11;4.81;1;19.44;22.27;9.52;11.05;1;0;0;0;0;0;25.51;1;12.75;1;878
1;48.56;35.2;1;48.56;35.2;1;38.09;110.33;84.01;56.27;1;0;0;0;0;0;327;1;150.83;1;879
1;42.62;25.59;1;42.62;25.59;1;39.57;103.86;186.15;34.77;1;0;0;0;0;0;279.62;1;130.91;1;880
1;14.51;15.29;1;14.51;15.29;1;17.7;22.88;18.75;53.85;1;0;0;0;0;0;89.08;1;42.86;1;881
3;30.53;57.77;1;30.53;57.77;1;20.92;20.81;5.99;34.42;1;0;0;0;0;0;193.71;1;93.56;1;882
1;62.08;58.7;1;62.08;58.7;1;20.08;35.36;54.08;172.96;1;20.15;44.38;44.32;83.71;1;0;0;232.7;1;883
2;0.87;9.72;1;0.87;9.72;1;0;0;0;0;0;0;0;0;0;0;10.48;1;5;1;884
1;2.3;4.03;1;2.3;4.03;1;0;0;0;0;0;0;0;0;0;0;24.38;1;11.72;1;885
6;1.88;7.15;1;1.88;7.15;1;10.9;5.84;1.55;1.65;1;0;0;0;0;0;10.38;1;4.43;1;886
3;12.84;14.1;1;12.84;14.1;1;26.92;26.95;21.01;27.79;1;0;0;0;0;0;78.71;1;37.11;1;887
1;26.46;27.09;1;26.46;27.09;1;0;0;0;0;0;0;0;0;0;0;171.67;1;76.43;1;888
3;35.85;44.49;1;35.85;44.49;1;25.03;145.9;162.34;122.85;1;0;0;0;0;0;458.38;1;211.76;1;889
1;10.38;7.63;1;10.38;7.63;1;0;0;0;0;0;0;0;0;0;0;66.13;1;30.97;1;890
1;46.66;46.64;1;46.66;46.64;1;138.83;22.27;43.08;89.17;1;0;0;0;0;0;592.17;1;267.35;1;891
1;61.84;61.61;1;61.84;61.61;1;32.93;79.85;30.14;78.55;1;0;0;0;0;0;0;0;233.71;1;892
2;128.56;168.59;1;128.56;168.59;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;893
2;1.36;15.35;1;1.36;15.35;1;0;0;0;0;0;0;0;0;0;0;33.31;1;15.3;1;894
1;19.66;13.92;1;19.66;13.92;1;0;0;0;0;0;0;0;0;0;0;125.49;1;57.22;1;895
1;21.57;56.36;1;21.57;56.36;1;29.87;26.81;41.48;123.56;1;29.65;28.04;38.8;119;1;0;0;194.81;1;896
1;17.06;13.65;1;17.06;13.65;1;36.14;37.57;45.32;23.66;1;0;0;0;0;0;114.75;1;51.84;1;897
1;9.06;9.36;1;9.06;9.36;1;0;0;0;0;0;0;0;0;0;0;102.9;1;50.27;1;898
1;33.43;32.04;1;33.43;32.04;1;21.33;76.87;10.49;36.73;1;0;0;0;0;0;234.19;1;109.32;1;899
1;4.29;3.16;1;4.29;3.16;1;0;0;0;0;0;0;0;0;0;0;28.58;1;13.36;1;900
1;10.62;14.25;1;10.62;14.25;1;0;0;0;0;0;0;0;0;0;0;126.26;1;58.25;1;901
3;4.66;17.67;1;4.66;17.67;1;20.14;10.16;10.21;41.98;1;0;0;0;0;0;52.95;1;23.55;1;902
1;38.07;28.98;1;38.07;28.98;1;0;0;0;0;0;0;0;0;0;0;246.73;1;117.58;1;903
1;4.64;3.54;1;4.64;3.54;1;0;0;0;0;0;0;0;0;0;0;25.98;1;13.11;1;904
6;3.39;3.02;1;3.39;3.02;1;0;0;0;0;0;0;0;0;0;0;19.46;1;9.64;1;905
1;14.97;37.42;1;14.97;37.42;1;20.06;20.27;40.08;51.39;1;0;0;0;0;0;196.29;1;91.6;1;906
1;8.37;13.27;1;8.37;13.27;1;27.46;24.25;38.65;18.35;1;0;0;0;0;0;102.89;1;47.33;1;907
1;6.88;15.39;1;6.88;15.39;1;22.58;16.58;7.66;11.05;1;0;0;0;0;0;41.73;1;19.61;1;908
3;26.92;54.09;1;26.92;54.09;1;19.89;19.98;15.66;56.89;1;0;0;0;0;0;178.67;1;84.28;1;909
1;13.88;9.06;1;13.88;9.06;1;0;0;0;0;0;0;0;0;0;0;92.08;1;42.7;1;910
5;7.34;15.95;1;7.34;15.95;1;19.74;9.13;26.16;27.43;1;0;0;0;0;0;47.46;1;22.09;1;911
6;6.6;12.73;1;6.6;12.73;1;18.17;22.83;19.54;19.57;1;0;0;0;0;0;36.77;1;17.76;1;912
2;39.25;46.23;1;39.25;46.23;1;26.66;71.2;22.41;12.66;1;0;0;0;0;0;536.4;1;240.56;1;913
1;4.89;7.73;1;4.89;7.73;1;31.87;49.22;7.99;4.54;1;0;0;0;0;0;57.11;1;26.7;1;914
1;14.05;39.54;1;14.05;39.54;1;19.93;16.57;27.2;55.69;1;0;0;0;0;0;191.47;1;93.16;1;915
1;17.07;23.71;1;17.07;23.71;1;20.52;22.99;10.63;27.63;1;0;0;0;0;0;107.19;1;51.49;1;916
1;16.1;19.23;1;16.1;19.23;1;18.88;24.31;24.57;27.85;1;0;0;0;0;0;100.15;1;49.18;1;917
1;12.88;24.7;1;12.88;24.7;1;0;0;0;0;0;0;0;0;0;0;80.19;1;38.45;1;918
1;3.78;13.44;1;3.78;13.44;1;19.66;11.19;10.07;12.7;1;0;0;0;0;0;38.24;1;17.72;1;919
6;5.68;16.54;1;5.68;16.54;1;25.25;8.85;6.02;6.7;1;0;0;0;0;0;36.49;1;17.54;1;920
2;21.7;26.24;1;21.7;26.24;1;15.62;9.21;31.01;41.12;1;0;0;0;0;0;285.24;1;126.35;1;921
6;13.71;9.24;1;13.71;9.24;1;0;0;0;0;0;0;0;0;0;0;87.43;1;40.98;1;922
6;8.36;5.88;1;8.36;5.88;1;0;0;0;0;0;0;0;0;0;0;50.22;1;23.58;1;923
1;5.93;20.58;1;5.93;20.58;1;0;0;0;0;0;0;0;0;0;0;74.53;1;34.91;1;924
6;4.1;12.59;1;4.1;12.59;1;23.33;16.79;5.32;9.28;1;0;0;0;0;0;27.18;1;13.27;1;925
1;12.45;27.27;1;12.45;27.27;1;20.36;24.94;20.28;83.09;1;0;0;0;0;0;224.67;1;102.28;1;926
1;8.48;12.21;1;8.48;12.21;1;0;0;0;0;0;0;0;0;0;0;104.17;1;49.49;1;927
3;13.23;36.5;1;13.23;36.5;1;19.39;14.15;5.71;26.04;1;0;0;0;0;0;84.63;1;40.01;1;928
1;25.78;51.04;1;25.78;51.04;1;74.13;18.84;357.92;93.54;1;0;0;0;0;0;0;0;321.26;1;929
6;5.01;14.48;1;5.01;14.48;1;23.67;18.53;3.61;4.72;1;0;0;0;0;0;31.7;1;14.72;1;930
1;22.47;25.61;1;22.47;25.61;1;39.34;64.02;55.84;44.41;1;0;0;0;0;0;282.48;1;131.88;1;931
1;5.72;24.45;1;5.72;24.45;1;0;0;0;0;0;0;0;0;0;0;34.13;1;16.46;1;932
1;7.12;14.03;1;7.12;14.03;1;13.38;36.02;8.93;29.07;1;0;0;0;0;0;88.65;1;43.23;1;933
1;10.53;17.56;1;10.53;17.56;1;20.27;18.12;14.61;21.56;1;0;0;0;0;0;64.36;1;30.66;1;934
6;13.14;17.78;1;13.14;17.78;1;0;0;0;0;0;0;0;0;0;0;86.39;1;41.1;1;935
1;49.7;32.37;1;49.7;32.37;1;25.03;54.56;39.54;50.45;1;0;0;0;0;0;385.38;1;179.78;1;936
2;5.74;20.54;1;5.74;20.54;1;20.69;49.84;16.39;36.02;1;0;0;0;0;0;100.18;1;47.94;1;937
6;4.56;17.63;1;4.56;17.63;1;25.8;18.72;18.84;32.69;1;0;0;0;0;0;59.44;1;27.56;1;938
1;34.23;54.91;1;34.23;54.91;1;73.45;56.64;23.35;114.49;1;0;0;0;0;0;691.19;1;314.47;1;939
1;178.87;233.35;1;178.87;233.35;1;33.92;54.41;171.31;516.01;1;32.93;68.6;96.06;221.46;1;0;0;0;0;940
6;2.33;1.36;1;2.33;1.36;1;0;0;0;0;0;0;0;0;0;0;9.82;1;4.67;1;941
1;12.58;9.69;1;12.58;9.69;1;26.12;34.22;26.68;15.05;1;0;0;0;0;0;78.59;1;36.68;1;942
3;17.82;34.81;1;17.82;34.81;1;20.92;21.73;17.04;46.56;1;0;0;0;0;0;115.33;1;54.58;1;943
1;13.36;8.08;1;13.36;8.08;1;0;0;0;0;0;0;0;0;0;0;81.78;1;37.1;1;944
1;8;8.8;1;8;8.8;1;18.1;7.18;11.81;22.8;1;0;0;0;0;0;50.67;1;23.47;1;945
1;75.12;77.99;1;75.12;77.99;1;19.42;20.06;41.13;140.51;1;0;0;0;0;0;0;0;302.34;1;946
1;140.72;122.82;1;140.72;122.82;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;947
1;3.77;5.52;1;3.77;5.52;1;0;0;0;0;0;0;0;0;0;0;40.93;1;19.4;1;948
1;95.56;107.28;1;95.56;107.28;1;0;0;0;0;0;39.87;90.27;84.33;121.54;1;0;0;535.67;1;949
3;36.83;20.04;1;36.83;20.04;1;45.83;57.83;56.45;36.11;1;0;0;0;0;0;237.54;1;114.83;1;950
3;35.74;41.2;1;35.74;41.2;1;18.73;24.57;26.68;76.27;1;20.03;30.38;22.04;68.69;1;266.58;1;129.02;1;951
1;38.39;39.36;1;38.39;39.36;1;19.77;28.52;32.58;97.45;1;0;0;0;0;0;279.43;1;126.26;1;952
1;61.59;45.64;1;61.59;45.64;1;17.37;97.37;69.83;116.41;1;0;0;0;0;0;522.03;1;248.63;1;953
6;4.39;12.38;1;4.39;12.38;1;0;0;0;0;0;0;0;0;0;0;26.79;1;13.32;1;954
6;3.86;2.41;1;3.86;2.41;1;0;0;0;0;0;0;0;0;0;0;21.43;1;9.68;1;955
1;41.55;22.14;1;41.55;22.14;1;0;0;0;0;0;0;0;0;0;0;275.58;1;129.77;1;956
3;8.9;24.49;1;8.9;24.49;1;20.21;20.6;8.56;18.91;1;0;0;0;0;0;54.19;1;24.97;1;957
2;17.43;41.31;1;17.43;41.31;1;17.92;69.23;43.97;43.92;1;0;0;0;0;0;250.5;1;119.25;1;958
1;30.41;20.04;1;30.41;20.04;1;21.9;31.42;86.36;68.22;1;0;0;0;0;0;204.52;1;95.28;1;959
2;2.9;4.67;1;2.9;4.67;1;0;0;0;0;0;0;0;0;0;0;31.85;1;15.13;1;960
1;1.89;11.08;1;1.89;11.08;1;19.4;12.41;7.87;4.92;1;0;0;0;0;0;21.72;1;9.89;1;961
6;13.82;23.82;1;13.82;23.82;1;35.58;19;19.46;46.86;1;0;0;0;0;0;84.21;1;39.81;1;962
2;3.54;21.4;1;3.54;21.4;1;0;0;0;0;0;0;0;0;0;0;72.05;1;33.96;1;963
3;39.97;47.99;1;39.97;47.99;1;19.61;16.59;12.79;49.23;1;0;0;0;0;0;264.84;1;128;1;964
6;14.1;19.46;1;14.1;19.46;1;17.36;24.24;7.65;22.34;1;0;0;0;0;0;89.26;1;39.97;1;965
1;28.24;43.7;1;28.24;43.7;1;0;0;0;0;0;0;0;0;0;0;0;0;206.78;1;966
1;93.34;113.47;1;93.34;113.47;1;39.71;66.65;154.4;258.22;1;41.09;70.86;70.67;114.76;1;0;0;553.44;1;967
3;36.46;20.53;1;36.46;20.53;1;12.66;141.91;80.23;38.62;1;12.43;115.78;82.28;38.2;1;230.67;1;107.68;1;968
1;13.01;22.59;1;13.01;22.59;1;32;32.89;20.95;48.25;1;0;0;0;0;0;153.99;1;72.39;1;969
1;8.23;5.97;1;8.23;5.97;1;0;0;0;0;0;0;0;0;0;0;48.05;1;25.04;1;970
1;6.58;5.99;1;6.58;5.99;1;16.13;32.36;10.87;14.69;1;0;0;0;0;0;42.59;1;20.47;1;971
1;8.67;5.86;1;8.67;5.86;1;14.25;42.99;28.84;3.88;1;0;0;0;0;0;55.09;1;25.83;1;972
1;20.31;26.14;1;20.31;26.14;1;23.29;62.47;55.34;42.3;1;0;0;0;0;0;287.98;1;130.04;1;973
1;39.7;45.64;1;39.7;45.64;1;36.18;40.37;202.26;90.68;1;36.39;47.92;468.24;78.45;1;601.15;1;267.11;1;974
2;47.88;68.56;1;47.88;68.56;1;0;0;0;0;0;0;0;0;0;0;599.47;1;290.54;1;975
1;6.03;4.86;1;6.03;4.86;1;0;0;0;0;0;0;0;0;0;0;38.08;1;17.81;1;976
1;27.34;30.64;1;27.34;30.64;1;0;0;0;0;0;0;0;0;0;0;355.35;1;169.28;1;977
1;52.31;28.88;1;52.31;28.88;1;44.21;123.97;49.48;47.05;1;0;0;0;0;0;345.95;1;158.57;1;978
6;6.08;4.09;1;6.08;4.09;1;18.37;27.93;17.25;8.27;1;0;0;0;0;0;37.82;1;18.04;1;979
1;4.91;4.07;1;4.91;4.07;1;0;0;0;0;0;0;0;0;0;0;27.11;1;12.74;1;980
2;29.79;31.06;1;29.79;31.06;1;70.9;56.15;17.43;52.16;1;0;0;0;0;0;386.79;1;177.14;1;981
1;4.17;11.1;1;4.17;11.1;1;0;0;0;0;0;0;0;0;0;0;105.91;1;47.69;1;982
3;56.29;48.9;1;56.29;48.9;1;20.5;24.18;18.46;63.31;1;0;0;0;0;0;361.94;1;171.02;1;983
2;111.91;218.24;1;111.91;218.24;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;984
2;9.87;25.27;1;9.87;25.27;1;0;0;0;0;0;0;0;0;0;0;117.66;1;58.73;1;985
2;1.87;11.99;1;1.87;11.99;1;0;0;0;0;0;0;0;0;0;0;22.05;1;10.01;1;986
1;69.16;71.21;1;69.16;71.21;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;987
1;17.44;13.16;1;17.44;13.16;1;19.73;72.95;91.67;8.68;1;0;0;0;0;0;114.42;1;55.03;1;988
6;7.49;17.27;1;7.49;17.27;1;19.86;7.74;16.53;23;1;0;0;0;0;0;47.88;1;23.27;1;989
1;32.82;51.1;1;32.82;51.1;1;76.4;91.01;190.68;157.74;1;0;0;0;0;0;433.45;1;202.28;1;990
3;9.53;24.81;1;9.53;24.81;1;19.53;17.33;11.1;37.09;1;0;0;0;0;0;60.81;1;28.09;1;991
2;2.99;14.33;1;2.99;14.33;1;0;0;0;0;0;0;0;0;0;0;29.41;1;13.49;1;992
1;18.22;11.76;1;18.22;11.76;1;0;0;0;0;0;0;0;0;0;0;119.5;1;56.22;1;993
5;2.3;11.23;1;2.3;11.23;1;0;0;0;0;0;0;0;0;0;0;12.71;1;6.08;1;994
